Num_Children,Group,Income,Own_Car,Own_Housing,Target
3,0,86447,1,1,1
1,1,104724,1,1,1
3,1,106818,1,1,1
2,1,81722,0,0,0
3,1,61874,1,0,0
0,0,33716,1,0,0
3,0,87217,1,1,1
2,0,47093,1,1,0
4,1,65951,1,0,0
2,0,70271,1,0,0
1,1,64196,0,1,0
2,1,71046,1,0,0
1,0,73235,1,0,0
1,0,34127,1,0,0
5,0,32920,1,0,0
2,0,40549,0,0,0
5,0,72563,0,1,0
2,1,99664,1,0,1
3,1,77945,0,1,1
3,0,58640,0,0,0
2,0,93570,0,0,1
3,0,72425,0,0,0
2,1,67763,1,0,0
2,0,45330,1,1,0
0,1,78294,1,1,1
0,0,77165,1,1,0
3,1,63849,1,0,0
2,0,47118,1,0,0
1,1,106128,1,1,1
0,0,34636,0,0,0
1,1,49379,1,0,0
3,1,62464,0,1,0
3,0,74354,0,0,0
3,1,111427,1,0,1
1,0,62364,0,1,0
1,1,91045,1,1,1
4,0,33908,1,1,0
0,0,61464,0,0,0
1,1,79632,1,0,1
3,1,97146,1,1,1
1,0,48397,0,1,0
5,1,69046,0,1,0
2,0,52751,1,0,0
6,1,40051,1,0,0
4,0,74604,0,0,0
5,0,69823,0,0,0
2,1,91406,1,0,1
3,1,82790,1,1,1
1,0,31202,0,0,0
0,1,63783,1,1,0
1,1,80152,1,0,1
1,0,67159,0,0,0
1,0,38176,0,0,0
1,0,95826,1,0,1
1,1,97275,1,0,1
2,0,67409,0,1,0
1,1,113484,1,0,1
0,1,64343,1,1,0
1,0,48168,0,0,0
1,0,89611,1,1,1
4,0,97841,0,1,1
2,1,78192,1,0,1
2,1,119626,1,0,1
4,1,61001,1,0,0
2,0,38297,1,0,0
2,0,34070,0,0,0
2,0,83100,1,0,0
3,1,71475,1,1,1
2,1,83984,1,0,1
0,0,42264,1,0,0
1,0,48645,0,0,0
2,1,101948,0,0,1
0,1,101608,1,0,1
3,0,43262,1,0,0
1,1,85696,1,1,1
3,1,87261,1,1,1
1,1,89801,1,1,1
2,0,42876,0,0,0
1,0,48675,1,1,0
1,1,101578,1,0,1
1,1,92725,1,0,1
3,0,89690,0,0,1
0,0,95855,1,0,1
2,1,80036,1,0,1
3,1,115636,0,0,1
0,1,65685,1,1,0
0,1,71989,1,1,0
2,1,47482,1,1,0
1,1,112211,1,1,1
1,0,77220,0,1,0
1,0,54819,1,0,0
0,0,92918,1,0,1
1,1,107100,1,0,1
1,0,58231,0,1,0
1,1,113999,0,1,1
1,0,36580,1,0,0
2,1,101883,1,1,1
0,0,93742,1,0,1
0,0,78757,0,0,0
1,1,114811,1,1,1
3,0,85930,0,1,1
2,0,86782,1,1,1
0,1,86048,1,1,1
1,1,46101,1,1,0
0,1,43229,0,0,0
1,0,71724,0,1,0
3,1,83580,1,1,1
3,0,82549,1,1,1
3,0,70632,0,0,0
6,0,47640,1,1,0
4,1,108535,0,0,1
1,0,67385,1,0,0
2,1,107218,1,1,1
3,0,55076,1,0,0
4,0,42727,0,0,0
2,1,106741,1,0,1
2,1,117733,1,0,1
1,0,69735,0,0,0
4,1,70601,1,0,0
3,0,84875,0,1,1
0,0,81853,1,1,1
1,1,87983,1,1,1
0,1,100948,1,0,1
0,0,36905,0,0,0
2,1,92762,1,1,1
6,0,50813,1,0,0
7,0,64450,1,0,0
4,0,75908,1,0,0
1,0,72803,1,0,0
2,1,104571,0,1,1
2,0,89942,1,0,1
1,0,77082,0,1,0
2,0,30791,0,1,0
3,1,115957,0,0,1
4,0,47157,0,1,0
4,1,50129,1,1,0
2,1,62162,1,0,0
0,0,43413,1,0,0
3,0,55524,1,1,0
2,0,33051,0,0,0
1,0,45736,1,0,0
1,0,66319,1,1,0
7,0,37486,0,0,0
2,1,81197,1,0,1
4,1,74805,0,1,1
2,1,58124,1,1,0
2,1,77529,0,0,0
0,0,32691,1,0,0
0,0,91994,0,0,1
3,0,73014,0,0,0
5,0,72138,1,1,0
3,0,35259,0,1,0
3,0,44356,1,0,0
2,0,32713,1,0,0
1,0,49256,0,0,0
1,1,45504,0,1,0
2,0,57562,1,0,0
1,1,93392,1,0,1
4,1,73307,1,0,0
2,1,56701,0,0,0
2,0,35575,1,1,0
5,1,107472,0,0,1
2,0,81869,0,0,0
1,0,65309,0,0,0
4,0,55923,0,0,0
1,0,91555,0,0,0
3,0,32495,1,1,0
2,0,80039,0,0,0
1,0,36271,0,1,0
2,0,81501,0,0,0
2,1,40182,1,1,0
4,0,61013,1,0,0
3,0,72162,0,0,0
0,1,76578,1,1,1
4,0,35712,1,0,0
2,0,46462,0,1,0
1,0,97797,0,0,1
2,0,47838,0,0,0
3,0,81879,1,0,0
3,0,37346,1,0,0
1,0,36079,1,0,0
2,1,60215,1,1,0
3,1,63458,0,1,0
2,0,43454,1,0,0
3,1,42980,0,1,0
1,0,97309,0,1,1
2,0,92438,0,0,1
1,0,49178,0,0,0
2,1,90012,1,0,1
2,1,116688,1,1,1
2,0,39415,1,1,0
3,1,50927,1,1,0
0,0,78692,0,0,0
4,1,95327,1,0,1
4,0,30111,0,1,0
0,1,72686,0,0,0
2,1,42551,1,1,0
2,0,79283,1,0,0
2,0,53265,0,0,0
1,1,55267,1,0,0
1,0,39551,0,0,0
3,1,63405,0,1,0
3,0,87353,0,0,0
2,0,90490,1,1,1
4,1,100459,0,0,1
2,1,47976,1,1,0
2,0,74004,1,0,0
1,1,84763,0,1,1
2,1,58708,0,0,0
4,1,100796,0,1,1
0,1,114227,1,1,1
2,1,52328,1,0,0
2,0,66341,0,0,0
3,1,98967,1,0,1
3,0,61677,1,1,0
0,0,99105,1,0,1
0,0,64135,0,1,0
3,1,84896,1,1,1
0,0,30692,0,0,0
1,0,55834,0,0,0
2,1,70930,1,0,0
1,1,65610,1,0,0
2,0,32229,1,0,0
0,0,60881,1,0,0
2,0,61253,1,1,0
3,1,110115,1,1,1
2,0,61710,1,1,0
1,1,102342,0,1,1
3,0,43131,0,0,0
3,0,76671,1,1,0
0,0,86673,0,1,1
1,0,91467,1,0,1
0,1,90852,1,1,1
5,1,118137,1,1,1
1,1,47207,1,0,0
1,0,65664,0,1,0
0,1,116370,1,1,1
1,0,43618,0,0,0
3,0,65641,1,0,0
1,0,99501,1,0,1
1,1,99592,1,1,1
3,0,59280,1,0,0
4,0,44155,1,1,0
2,0,75130,1,0,0
2,0,75518,1,1,0
0,1,68249,0,1,0
1,0,30513,1,0,0
0,0,72066,1,0,0
2,1,70550,0,0,0
1,0,98823,0,0,1
2,0,30280,0,0,0
1,1,40196,1,0,0
1,1,101816,1,1,1
5,0,30949,0,0,0
0,1,60183,1,1,0
0,0,35018,0,0,0
1,1,90980,1,0,1
1,1,66268,1,1,0
0,0,54898,0,0,0
3,0,97454,1,0,1
3,0,52706,0,0,0
3,0,80845,1,0,0
0,1,117597,1,1,1
5,0,67295,1,0,0
0,0,93015,0,1,1
1,1,82899,1,0,1
0,0,51184,0,1,0
1,1,74977,1,1,1
0,1,75833,1,0,1
1,0,94265,1,0,1
1,0,90025,0,0,0
0,0,61832,0,1,0
1,1,70541,1,0,0
1,1,103606,1,1,1
1,1,105489,1,1,1
3,1,104303,1,1,1
1,1,104278,0,0,1
3,1,76718,1,0,1
2,0,73672,1,1,0
1,0,36295,1,0,0
1,1,97302,0,1,1
1,0,47026,0,0,0
4,0,62857,1,0,0
1,1,79974,1,0,1
2,1,47555,0,1,0
3,1,77081,0,1,1
2,1,86491,1,0,1
1,1,77716,1,1,1
1,1,97484,1,0,1
3,1,52831,1,1,0
2,1,46624,0,0,0
3,0,94377,0,1,1
3,0,50381,1,0,0
4,0,68108,1,1,0
1,0,72908,0,1,0
2,1,83283,1,1,1
0,1,119190,1,1,1
3,0,67628,0,1,0
1,1,105533,1,0,1
2,0,78033,1,1,0
2,1,50734,1,0,0
2,1,63247,1,0,0
0,1,104857,1,0,1
3,1,88452,1,0,1
1,1,119599,1,0,1
1,1,57764,0,0,0
2,1,52763,1,1,0
3,0,64130,1,0,0
3,0,46428,1,0,0
5,0,37228,1,0,0
1,0,46725,0,0,0
3,0,62179,1,0,0
1,0,44214,1,0,0
1,1,93877,1,1,1
2,1,77448,1,1,1
3,0,74577,1,1,0
1,1,46693,0,0,0
2,1,44302,0,1,0
1,1,93956,1,0,1
3,1,50633,1,1,0
4,1,87066,1,0,1
2,0,45738,1,0,0
2,1,98554,1,0,1
1,0,50547,1,0,0
3,1,57637,1,1,0
2,1,54125,1,1,0
2,0,78916,0,1,0
2,0,57607,0,0,0
3,1,70276,1,1,1
2,1,119698,1,1,1
2,0,40342,1,1,0
2,0,93697,1,0,1
0,0,96385,1,1,1
1,1,67704,0,0,0
2,0,43602,0,0,0
4,0,99103,1,0,1
0,1,41373,1,1,0
2,1,83336,0,1,1
0,0,33895,1,0,0
1,0,54145,0,1,0
4,1,59317,1,1,0
0,0,60341,1,0,0
0,0,64041,0,0,0
0,1,104058,1,1,1
3,0,84349,0,0,0
3,1,102855,1,0,1
1,1,89623,1,1,1
2,0,44351,1,0,0
2,1,59206,1,0,0
0,1,50037,1,1,0
3,1,106060,1,1,1
1,0,81796,1,0,0
4,0,92815,1,0,1
3,0,31651,1,1,0
2,1,53862,1,0,0
2,0,86715,1,1,1
2,1,91542,1,0,1
0,1,85284,1,0,1
2,0,30387,1,0,0
0,0,48006,1,0,0
1,1,43948,1,1,0
1,0,57272,0,0,0
0,1,43677,1,0,0
2,1,117461,1,1,1
3,0,51635,0,1,0
2,0,59531,1,0,0
2,1,43782,1,0,0
0,0,79742,0,0,0
4,0,59792,1,1,0
1,1,103762,1,0,1
3,1,116211,1,0,1
3,0,52891,1,1,0
4,1,95571,1,0,1
1,0,74807,1,0,0
2,1,56207,1,0,0
2,0,89548,1,0,1
1,1,76743,1,0,0
1,0,62597,1,0,0
5,0,55529,0,1,0
1,1,115910,0,1,1
5,1,102067,1,0,1
3,1,112918,0,1,1
3,0,64852,1,0,0
1,1,92251,1,0,1
1,1,103187,1,1,1
2,0,53696,1,1,0
1,0,91814,1,0,1
3,1,48045,1,0,0
3,0,85208,0,0,0
2,0,54407,1,0,0
1,0,39165,0,1,0
3,0,33002,1,1,0
0,1,95540,0,0,1
1,0,46100,1,0,0
3,0,68824,1,0,0
2,1,81354,1,1,1
1,0,36931,1,0,0
1,0,76092,0,0,0
2,1,114990,1,0,1
1,1,117944,0,1,1
3,1,112212,1,0,1
2,0,67269,1,0,0
1,0,77583,1,0,0
3,1,79843,1,1,1
2,1,66197,1,1,0
0,1,95528,1,1,1
1,0,81375,1,1,1
2,1,49940,1,0,0
2,0,33918,1,1,0
2,1,103373,1,0,1
1,1,84020,1,0,1
2,1,76908,0,1,1
0,1,43822,1,0,0
1,0,41148,0,0,0
2,0,38141,1,0,0
3,1,82223,1,1,1
0,1,91092,1,1,1
3,1,81698,1,1,1
3,0,52515,1,1,0
5,1,63334,0,1,0
2,0,74172,1,1,0
2,1,89580,1,0,1
4,1,66296,1,0,0
1,0,37270,0,0,0
0,0,64649,0,0,0
2,1,107140,1,0,1
1,0,95156,1,0,1
1,1,108461,1,1,1
3,0,82823,1,0,0
0,1,42397,1,1,0
3,0,41127,0,0,0
2,1,60462,0,1,0
3,1,60075,1,1,0
0,1,62479,1,0,0
2,1,63433,1,1,0
2,0,73717,0,1,0
1,1,69491,1,1,1
1,1,81859,1,0,1
3,0,87621,1,1,1
0,1,91607,0,0,1
4,0,40102,1,0,0
1,0,35155,0,1,0
2,1,100877,0,0,1
0,1,47118,1,0,0
0,0,83293,1,0,0
4,0,83919,1,1,1
0,1,117185,0,0,1
1,0,43579,1,0,0
2,1,94861,1,1,1
3,1,99575,0,1,1
3,1,103170,1,0,1
1,0,32245,1,1,0
3,1,99785,0,1,1
1,1,75132,1,1,1
0,1,68752,1,0,0
2,1,55151,1,0,0
2,1,74069,1,0,0
2,0,84476,0,0,0
2,1,101146,1,0,1
3,0,85452,1,0,0
4,0,97309,1,0,1
0,1,62411,1,1,0
1,0,46932,0,1,0
1,0,58112,0,1,0
4,0,30414,0,1,0
0,1,43295,0,1,0
4,0,69639,0,0,0
0,0,89945,1,1,1
1,0,83934,1,1,1
0,0,53363,1,0,0
1,1,113969,0,1,1
1,0,78905,0,0,0
0,1,83982,1,1,1
1,1,85513,1,1,1
4,0,48027,1,0,0
2,1,109594,0,0,1
3,1,119867,1,1,1
0,1,58334,1,0,0
2,0,86767,1,1,1
3,1,119921,0,0,1
3,1,51362,1,1,0
2,0,43116,0,1,0
2,1,56099,1,0,0
3,1,73695,1,0,0
0,1,83947,1,0,1
1,1,75706,1,0,1
3,1,70431,1,1,0
0,0,74061,1,1,0
2,0,54725,1,0,0
1,1,44011,1,1,0
1,1,60000,1,0,0
2,0,91305,0,0,0
1,1,60571,1,0,0
3,1,108070,0,1,1
3,0,88450,0,0,1
0,1,47433,1,0,0
4,1,48154,0,0,0
3,1,86900,1,1,1
3,1,107536,1,1,1
0,0,79106,1,1,1
2,0,80452,1,1,0
2,1,51230,0,1,0
3,1,92724,1,0,1
2,1,62576,1,1,0
1,0,85112,1,0,0
4,1,62266,1,0,0
1,1,107177,1,1,1
1,0,30583,1,0,0
2,0,63410,0,1,0
1,0,71674,1,0,0
3,0,58765,1,0,0
2,1,41048,1,1,0
4,0,59215,0,0,0
6,1,91846,1,0,1
2,0,88484,0,1,1
1,1,88017,0,0,1
2,0,65436,0,0,0
3,1,79374,1,0,1
2,0,57069,1,0,0
1,1,48253,1,1,0
2,0,59667,1,0,0
1,0,34837,0,0,0
4,0,58815,1,0,0
2,1,55006,1,0,0
1,1,53594,1,1,0
0,0,60429,1,0,0
4,1,60769,1,1,0
1,1,117532,1,1,1
1,1,111260,1,0,1
5,1,71595,1,1,1
3,0,85503,0,1,1
2,1,104748,1,0,1
2,1,75453,1,0,0
3,0,41417,1,0,0
3,0,77165,1,0,0
3,1,52439,1,1,0
2,1,66807,1,0,0
2,0,32174,1,1,0
2,1,45400,1,0,0
2,0,50651,1,0,0
3,1,98415,1,1,1
3,1,69049,1,0,0
1,0,79647,1,0,0
5,0,78661,1,0,0
1,0,41832,1,0,0
2,1,78185,1,1,1
0,1,89631,1,1,1
0,0,57784,1,1,0
1,1,41047,1,1,0
4,0,59163,1,0,0
1,0,99152,0,0,1
5,0,77654,1,0,0
4,0,58627,0,0,0
5,0,32080,1,0,0
2,1,102185,1,0,1
2,1,60037,1,0,0
2,0,95105,0,0,1
2,1,41933,1,1,0
0,1,83177,1,1,1
0,1,43155,0,0,0
1,1,100316,1,1,1
2,1,92366,1,0,1
4,0,69856,1,0,0
3,0,73090,1,0,0
1,0,48881,1,0,0
3,0,90065,1,0,1
2,1,94482,1,1,1
3,1,90938,1,0,1
3,1,54197,1,1,0
1,0,40925,1,0,0
1,1,108940,1,0,1
6,1,88687,1,0,1
4,0,63589,0,0,0
2,1,88306,1,0,1
2,1,109303,1,0,1
0,0,87889,1,1,1
3,0,87196,1,0,1
2,1,70220,1,0,0
2,1,99276,1,1,1
1,0,33331,0,0,0
1,1,54956,1,1,0
4,0,96709,0,0,1
1,0,48094,1,1,0
3,1,42635,1,1,0
1,0,38593,0,0,0
1,0,98345,1,0,1
5,1,83466,0,0,1
1,0,68099,1,1,0
3,0,40436,0,0,0
0,1,85456,1,1,1
4,0,73087,1,1,0
5,1,115457,1,0,1
0,0,58384,0,1,0
1,0,50915,1,0,0
2,1,51724,1,0,0
2,1,87979,1,1,1
0,0,82192,0,0,0
1,0,91882,0,0,1
1,0,30932,0,0,0
4,1,46784,0,1,0
2,1,88205,1,0,1
4,1,110331,1,0,1
2,0,64434,0,0,0
3,0,80042,1,0,0
1,1,47626,0,1,0
3,0,54936,1,0,0
1,1,62074,1,0,0
3,0,99712,0,0,1
3,1,85764,1,1,1
2,0,83540,1,0,0
3,1,95319,0,1,1
0,1,91084,1,0,1
2,1,55220,1,1,0
4,0,57304,0,0,0
4,1,84810,1,1,1
2,1,71077,0,0,0
1,1,94700,1,0,1
3,0,53299,0,0,0
3,1,85615,1,1,1
3,0,66308,1,0,0
2,1,87628,1,1,1
2,0,73582,1,0,0
2,0,78994,1,0,0
0,1,119382,1,0,1
4,1,88152,0,1,1
2,0,52471,1,0,0
3,0,98009,1,1,1
0,1,64653,1,1,0
0,1,55408,1,0,0
1,1,118782,1,1,1
4,1,116474,1,1,1
3,0,30794,1,1,0
0,1,114056,1,1,1
2,0,61045,0,0,0
2,1,78438,1,0,1
2,1,81025,1,1,1
4,0,46383,0,1,0
1,0,62971,1,1,0
4,0,70634,0,0,0
2,0,78167,1,1,0
2,1,57072,1,0,0
2,0,60711,1,1,0
1,0,47751,1,1,0
2,0,73945,0,0,0
2,0,32732,1,0,0
1,0,94812,1,0,1
3,1,48436,1,1,0
1,0,96488,0,1,1
0,1,119561,1,1,1
1,0,56136,0,1,0
3,1,88249,1,0,1
1,1,75098,1,0,0
1,1,72132,1,0,0
3,0,39062,1,1,0
1,1,45604,1,0,0
1,1,71680,1,0,0
2,1,65912,1,1,0
0,1,46605,1,1,0
4,1,96061,1,0,1
1,1,46785,1,0,0
1,0,68433,1,0,0
2,0,43461,0,0,0
3,0,54823,0,0,0
1,0,34790,1,0,0
6,0,69471,1,0,0
2,1,60855,0,1,0
5,1,51881,1,1,0
0,1,93485,1,0,1
6,0,86810,1,1,1
2,1,42478,1,0,0
1,1,115007,1,1,1
4,0,77732,0,0,0
0,0,34007,1,0,0
4,1,80216,1,1,1
4,0,50442,0,0,0
1,0,49353,1,0,0
2,1,73985,1,1,1
4,1,90035,1,1,1
4,0,94354,0,0,1
0,1,102705,1,1,1
4,0,61667,1,1,0
5,0,94177,1,0,1
0,0,40046,1,1,0
1,1,43051,1,1,0
2,1,115879,1,1,1
2,0,58000,1,0,0
2,1,47184,1,0,0
2,0,65573,1,0,0
1,0,53791,0,1,0
4,0,74307,1,1,0
3,0,55176,0,0,0
6,0,60288,1,1,0
0,0,34117,1,1,0
1,0,68536,1,0,0
3,0,89748,0,0,1
1,1,48741,1,0,0
5,1,83442,1,1,1
4,0,93825,1,0,1
0,1,52901,1,0,0
1,1,67632,1,1,0
2,0,40796,0,0,0
4,0,86439,0,1,0
5,1,64133,0,0,0
3,1,58564,1,0,0
2,0,41767,0,0,0
2,0,91276,1,0,1
1,0,90299,0,1,1
2,0,89219,1,0,1
3,1,114110,1,0,1
1,0,77407,1,0,0
0,0,42553,0,0,0
3,0,52078,0,1,0
1,1,46421,1,0,0
2,0,32448,0,0,0
4,1,45143,1,1,0
1,0,99497,1,0,1
0,1,94685,1,0,1
2,1,53279,0,1,0
2,0,46679,1,0,0
0,1,71422,0,0,0
3,1,80971,1,1,1
0,0,44489,1,0,0
1,1,98708,1,0,1
1,0,97823,1,1,1
0,0,78663,0,1,0
2,1,90206,1,0,1
6,1,97472,0,0,1
0,0,82730,0,0,0
3,0,74391,1,0,0
1,0,42475,1,0,0
1,0,52250,0,0,0
4,0,38239,0,1,0
5,1,110919,1,1,1
1,1,54137,1,0,0
4,1,102855,1,1,1
0,0,78025,1,0,0
1,0,71350,1,0,0
3,0,90610,0,0,1
2,1,57586,1,0,0
4,1,119938,0,0,1
5,0,85980,1,0,0
1,1,49266,1,0,0
1,1,58390,1,0,0
3,0,51517,0,0,0
1,0,39351,0,0,0
0,1,65471,1,1,0
2,0,75500,0,0,0
3,1,63050,1,0,0
3,0,56945,1,0,0
1,1,91779,1,1,1
1,0,83390,1,0,0
1,0,53816,1,0,0
2,1,75355,1,1,1
3,1,48603,1,0,0
2,1,44228,1,0,0
5,0,68428,0,1,0
4,0,53405,1,0,0
1,1,41161,1,1,0
4,1,105922,0,0,1
0,1,112167,1,0,1
2,0,62174,1,0,0
5,0,45385,0,0,0
2,0,98955,0,0,1
1,0,43996,1,0,0
1,1,113201,1,0,1
3,0,74787,1,1,0
3,1,106833,1,0,1
3,1,103993,1,1,1
4,0,58326,1,1,0
1,1,49306,0,0,0
2,0,72185,0,0,0
2,1,52020,1,1,0
3,0,70841,1,0,0
3,1,95199,1,0,1
1,1,42737,1,0,0
2,1,88933,1,0,1
2,0,53986,1,1,0
2,1,75396,0,0,0
1,0,45719,1,0,0
2,0,34695,0,0,0
2,0,93436,1,0,1
2,1,85240,1,0,1
4,0,51100,1,0,0
4,1,113725,1,1,1
3,1,106732,1,0,1
1,1,57847,1,0,0
2,0,57678,0,0,0
0,1,97519,1,1,1
1,1,69351,1,1,1
5,1,101689,1,1,1
2,0,54194,1,0,0
2,0,74682,1,0,0
3,0,57847,1,0,0
2,0,67123,1,0,0
2,0,97137,1,1,1
1,0,83639,1,1,0
5,1,62081,0,1,0
2,1,106272,1,0,1
0,0,66900,1,1,0
2,0,72053,0,0,0
1,0,32895,0,0,0
2,0,37721,0,0,0
2,0,48507,1,1,0
1,0,86826,1,0,0
2,1,72713,1,0,0
1,0,40399,0,1,0
1,0,91041,1,0,1
0,1,52946,1,1,0
1,1,108155,0,1,1
4,0,86900,0,1,1
0,0,59107,1,1,0
0,1,78811,0,0,0
4,0,71923,0,0,0
0,1,75710,1,0,0
2,0,63647,1,1,0
1,1,115434,1,1,1
0,1,83826,1,1,1
2,0,73638,0,0,0
2,1,56318,1,1,0
1,1,108957,1,1,1
3,1,81893,1,1,1
1,0,68820,1,0,0
0,1,97441,1,0,1
0,0,38546,1,0,0
2,1,97267,0,0,1
1,1,94954,1,1,1
1,0,31798,1,1,0
2,1,104177,1,1,1
2,0,33754,1,0,0
1,0,33256,0,0,0
2,1,81827,1,0,1
4,1,80025,1,1,1
3,1,102662,0,1,1
3,0,74776,0,0,0
1,0,92021,0,0,1
0,0,66306,1,0,0
2,0,95449,0,1,1
1,1,113037,1,1,1
3,1,96976,1,0,1
2,0,84496,1,1,1
0,0,61993,0,0,0
1,1,103633,1,0,1
0,1,94800,0,1,1
0,1,79122,1,1,1
2,0,85215,1,1,1
1,0,82561,1,0,0
0,0,65227,0,0,0
0,1,43021,1,0,0
2,0,53692,1,0,0
3,1,82249,1,0,1
3,0,81996,1,0,0
2,0,88598,1,0,1
1,0,57632,0,0,0
2,0,67441,0,0,0
2,0,49309,1,0,0
3,1,54877,1,0,0
2,1,88404,1,1,1
2,0,88935,1,0,1
1,0,83624,1,0,0
2,0,46345,1,1,0
3,1,104679,1,0,1
0,1,116365,1,1,1
1,1,44333,1,0,0
3,1,55458,1,0,0
1,1,59516,1,0,0
3,1,80130,0,0,1
4,1,62257,1,1,0
0,1,40623,1,1,0
2,1,116636,1,1,1
1,0,76997,1,0,0
1,0,57235,1,0,0
2,1,115566,1,0,1
4,1,99978,0,1,1
2,0,32948,1,0,0
2,1,112960,1,1,1
0,1,68650,1,1,0
3,1,65905,0,0,0
2,1,43063,1,1,0
1,0,45542,0,0,0
1,0,83057,1,0,0
2,1,45599,1,0,0
4,0,60687,1,0,0
3,0,34644,0,0,0
2,0,68097,1,1,0
2,1,78143,1,1,1
1,0,37500,1,0,0
2,0,43324,1,0,0
1,0,75655,1,0,0
1,1,40204,1,1,0
1,0,38418,1,0,0
1,0,54720,1,0,0
2,0,41589,1,0,0
2,0,57481,1,0,0
1,0,33929,1,0,0
0,0,74408,1,0,0
1,1,55435,1,0,0
2,1,56495,1,1,0
3,0,34017,1,1,0
5,0,51542,1,0,0
1,0,58552,1,0,0
1,1,54906,0,1,0
3,1,49987,1,0,0
5,0,91626,0,0,1
0,1,87979,0,1,1
3,1,85868,1,1,1
1,1,103674,1,0,1
3,1,96080,1,1,1
1,0,63030,1,0,0
2,1,84065,1,0,1
2,1,49032,1,1,0
2,1,42947,1,1,0
1,1,74637,1,0,0
0,0,74729,0,0,0
3,1,105621,1,1,1
0,1,74496,0,1,1
3,0,90122,1,0,1
4,1,109638,1,1,1
1,0,41042,0,1,0
3,0,59964,0,1,0
2,1,110294,1,1,1
2,1,93977,1,1,1
2,0,75668,1,0,0
1,0,37396,0,0,0
1,1,115465,0,1,1
3,1,47439,0,1,0
1,1,67368,1,0,0
2,1,55911,1,0,0
2,1,47731,1,0,0
3,0,90132,0,1,1
1,0,51231,1,0,0
1,1,82128,1,1,1
1,0,89807,0,0,0
4,0,52985,1,0,0
1,0,65453,1,0,0
4,1,56584,1,0,0
1,0,93175,0,1,1
2,0,80872,1,0,0
1,0,96213,1,0,1
3,0,49046,1,0,0
0,0,34369,0,1,0
2,1,69708,0,1,0
2,0,53529,1,1,0
2,1,99934,1,1,1
1,1,79557,1,1,1
2,1,93187,1,1,1
3,1,107923,0,1,1
3,1,45805,1,1,0
1,1,115065,1,1,1
1,1,100093,1,1,1
2,1,60577,1,1,0
2,0,58330,1,1,0
5,1,99961,1,0,1
3,1,75296,1,1,1
1,0,60281,0,0,0
0,1,116688,0,0,1
1,0,73206,1,0,0
1,1,44558,1,0,0
2,0,68047,0,0,0
1,1,105220,1,1,1
2,0,40434,1,1,0
2,0,79210,1,0,0
0,0,48960,1,1,0
2,0,96074,1,0,1
3,0,83198,1,0,0
1,0,95200,0,0,1
2,1,90482,1,1,1
2,1,77100,1,0,1
5,0,93167,0,0,1
2,1,98224,1,1,1
1,0,86499,1,0,0
0,0,82386,1,0,0
0,0,32306,1,0,0
2,1,75654,1,1,1
1,0,62471,1,0,0
0,1,42251,0,1,0
3,1,114559,1,0,1
1,0,80147,0,0,0
2,1,79766,1,0,1
1,1,101491,1,0,1
3,0,87287,0,0,0
5,1,92943,1,0,1
0,0,93592,1,0,1
2,0,52852,0,0,0
2,1,80778,1,0,1
0,1,88195,0,0,1
1,1,76967,1,0,0
6,0,91007,0,1,1
0,1,104280,1,1,1
1,0,95025,1,0,1
2,1,96658,0,1,1
2,0,63935,1,0,0
2,0,97164,0,1,1
2,1,83681,1,0,1
4,0,42187,1,0,0
1,1,75136,1,0,0
0,0,52816,1,1,0
2,0,75330,0,0,0
1,1,65768,1,1,0
3,1,109744,1,0,1
3,1,98053,1,0,1
2,0,33750,1,1,0
3,1,113501,1,0,1
2,1,96188,1,1,1
2,0,57098,1,0,0
1,1,87286,1,0,1
0,1,104211,0,0,1
3,0,57111,1,1,0
4,1,93662,0,0,1
2,0,91374,1,1,1
2,0,75927,1,0,0
2,1,63334,1,1,0
1,0,38924,0,0,0
2,1,47411,1,0,0
3,1,58194,1,1,0
1,0,90101,1,0,1
4,0,69763,1,1,0
2,0,86807,0,0,0
1,0,65803,1,0,0
2,1,61484,1,0,0
3,0,59671,0,0,0
1,0,47437,0,1,0
1,0,72193,1,1,0
0,0,83053,1,0,0
4,0,62425,0,0,0
2,0,60581,0,1,0
2,0,92580,1,0,1
1,1,66329,1,0,0
2,0,58952,1,0,0
4,1,69676,1,1,1
3,0,48868,0,0,0
1,0,85394,0,0,0
5,0,65670,0,0,0
0,1,80428,1,0,1
4,0,48167,0,1,0
2,0,59478,0,1,0
3,1,98652,1,1,1
1,1,41190,1,1,0
5,1,65940,0,0,0
2,1,99566,1,1,1
0,0,76860,0,1,0
2,0,76202,0,0,0
2,1,108540,1,1,1
1,1,47959,0,0,0
2,1,63031,1,0,0
3,1,90700,1,1,1
4,0,75293,0,0,0
3,0,95842,1,0,1
3,1,55614,1,0,0
2,0,79993,1,0,0
5,1,114453,1,1,1
0,0,31371,1,0,0
5,0,84360,0,0,0
1,1,51972,1,1,0
2,0,41584,1,1,0
3,1,75762,1,1,1
5,0,33109,1,1,0
1,1,41416,1,0,0
1,1,48185,1,1,0
2,0,78797,0,1,0
2,0,86196,1,0,0
0,1,116751,1,1,1
2,1,116346,1,1,1
3,1,100296,1,0,1
2,0,37423,1,1,0
2,0,39622,1,0,0
3,1,40913,1,0,0
2,1,72930,1,1,1
4,1,63985,0,0,0
3,0,45868,0,0,0
5,1,87019,1,0,1
2,0,75455,0,0,0
1,1,54482,1,1,0
3,0,85815,0,0,0
3,1,67470,0,0,0
